Data,MAE,R²,MSE,MAPE (%),Acurácia (%),Recall (%),Especificidade (%),AUC
2024-11-01 00:27:03.647425,507.4439903846154,0.9589871764183044,457793.8340732387,0.7843289486434084,62.93706293706294,55.21472392638037,73.17073170731707,0.6419272781684872
2024-11-01 00:30:04.016799,507.62301136363646,0.9589924812316896,457819.0693179939,0.7845829430858838,62.93706293706294,55.21472392638037,73.17073170731707,0.6419272781684872
2024-11-01 00:37:12.378010,507.7294361888113,0.9589579105377196,457842.7594840778,0.7847360257148531,62.93706293706294,55.21472392638037,73.17073170731707,0.6419272781684872
2024-11-01 01:11:58.616655,507.4979676573427,0.9589713215827942,457799.5124823296,0.7844060845630891,62.93706293706294,55.21472392638037,73.17073170731707,0.6419272781684872
2024-11-01 01:16:37.189384,507.3374781468532,0.958979070186615,457787.51789753936,0.7841776833689575,62.93706293706294,55.21472392638037,73.17073170731707,0.6419272781684872
2024-11-01 02:08:25.060363,511.6273382867133,0.9583343267440796,463174.45614491706,0.7903871564192847,62.58741258741259,54.93827160493827,72.58064516129032,0.637594583831143
2024-11-01 02:09:22.264102,511.9990166083916,0.958235502243042,464136.70808984706,0.7909355481467307,62.58741258741259,54.93827160493827,72.58064516129032,0.637594583831143
